index_parent,index_child,type
1574,692,rotate
1574,1133,rotate
1574,1574,wait
692,713,translate
1595,1574,translate
252,252,wait
252,693,rotate
252,1134,rotate
252,1575,rotate
693,252,rotate
693,693,wait
693,1134,rotate
693,1575,rotate
1134,252,rotate
1134,693,rotate
1134,1134,wait
1134,1575,rotate
1575,252,rotate
1575,693,rotate
1575,1134,rotate
1575,1575,wait
252,253,translate
1135,1134,translate
693,714,translate
1596,1575,translate
253,253,wait
253,694,rotate
253,1135,rotate
253,1576,rotate
694,253,rotate
694,694,wait
694,1135,rotate
694,1576,rotate
1135,253,rotate
1135,694,rotate
1135,1135,wait
1135,1576,rotate
1576,253,rotate
1576,694,rotate
1576,1135,rotate
1576,1576,wait
253,254,translate
1136,1135,translate
694,715,translate
1597,1576,translate
254,254,wait
254,695,rotate
254,1136,rotate
254,1577,rotate
695,254,rotate
695,695,wait
695,1136,rotate
695,1577,rotate
1136,254,rotate
1136,695,rotate
1136,1136,wait
1136,1577,rotate
1577,254,rotate
1577,695,rotate
1577,1136,rotate
1577,1577,wait
254,255,translate
1137,1136,translate
695,716,translate
1598,1577,translate
255,255,wait
255,696,rotate
255,1137,rotate
255,1578,rotate
696,255,rotate
696,696,wait
696,1137,rotate
696,1578,rotate
1137,255,rotate
1137,696,rotate
1137,1137,wait
1137,1578,rotate
1578,255,rotate
1578,696,rotate
1578,1137,rotate
1578,1578,wait
255,256,translate
1138,1137,translate
696,717,translate
1599,1578,translate
256,256,wait
256,697,rotate
256,1138,rotate
256,1579,rotate
697,256,rotate
697,697,wait
697,1138,rotate
697,1579,rotate
1138,256,rotate
1138,697,rotate
1138,1138,wait
1138,1579,rotate
1579,256,rotate
1579,697,rotate
1579,1138,rotate
1579,1579,wait
256,257,translate
1139,1138,translate
697,718,translate
1600,1579,translate
257,257,wait
257,698,rotate
257,1139,rotate
257,1580,rotate
698,257,rotate
698,698,wait
698,1139,rotate
698,1580,rotate
1139,257,rotate
1139,698,rotate
1139,1139,wait
1139,1580,rotate
1580,257,rotate
1580,698,rotate
1580,1139,rotate
1580,1580,wait
257,258,translate
1140,1139,translate
698,719,translate
1601,1580,translate
258,258,wait
258,699,rotate
258,1140,rotate
258,1581,rotate
699,258,rotate
699,699,wait
699,1140,rotate
699,1581,rotate
1140,258,rotate
1140,699,rotate
1140,1140,wait
1140,1581,rotate
1581,258,rotate
1581,699,rotate
1581,1140,rotate
1581,1581,wait
258,259,translate
1141,1140,translate
699,720,translate
1602,1581,translate
259,259,wait
259,700,rotate
259,1141,rotate
259,1582,rotate
700,259,rotate
700,700,wait
700,1141,rotate
700,1582,rotate
1141,259,rotate
1141,700,rotate
1141,1141,wait
1141,1582,rotate
1582,259,rotate
1582,700,rotate
1582,1141,rotate
1582,1582,wait
259,260,translate
1142,1141,translate
700,721,translate
1603,1582,translate
260,260,wait
260,701,rotate
260,1142,rotate
260,1583,rotate
701,260,rotate
701,701,wait
701,1142,rotate
701,1583,rotate
1142,260,rotate
1142,701,rotate
1142,1142,wait
1142,1583,rotate
1583,260,rotate
1583,701,rotate
1583,1142,rotate
1583,1583,wait
260,261,translate
1143,1142,translate
701,722,translate
1604,1583,translate
261,261,wait
261,702,rotate
261,1143,rotate
261,1584,rotate
702,261,rotate
702,702,wait
702,1143,rotate
702,1584,rotate
1143,261,rotate
1143,702,rotate
1143,1143,wait
1143,1584,rotate
1584,261,rotate
1584,702,rotate
1584,1143,rotate
1584,1584,wait
261,262,translate
1144,1143,translate
702,723,translate
1605,1584,translate
262,262,wait
262,703,rotate
262,1144,rotate
262,1585,rotate
703,262,rotate
703,703,wait
703,1144,rotate
703,1585,rotate
1144,262,rotate
1144,703,rotate
1144,1144,wait
1144,1585,rotate
1585,262,rotate
1585,703,rotate
1585,1144,rotate
1585,1585,wait
262,263,translate
1145,1144,translate
703,724,translate
1606,1585,translate
263,263,wait
263,704,rotate
263,1145,rotate
263,1586,rotate
704,263,rotate
704,704,wait
704,1145,rotate
704,1586,rotate
1145,263,rotate
1145,704,rotate
1145,1145,wait
1145,1586,rotate
1586,263,rotate
1586,704,rotate
1586,1145,rotate
1586,1586,wait
263,264,translate
1146,1145,translate
704,725,translate
1607,1586,translate
264,264,wait
264,705,rotate
264,1146,rotate
264,1587,rotate
705,264,rotate
705,705,wait
705,1146,rotate
705,1587,rotate
1146,264,rotate
1146,705,rotate
1146,1146,wait
1146,1587,rotate
1587,264,rotate
1587,705,rotate
1587,1146,rotate
1587,1587,wait
264,265,translate
1147,1146,translate
705,726,translate
1608,1587,translate
265,265,wait
265,706,rotate
265,1147,rotate
265,1588,rotate
706,265,rotate
706,706,wait
706,1147,rotate
706,1588,rotate
1147,265,rotate
1147,706,rotate
1147,1147,wait
1147,1588,rotate
1588,265,rotate
1588,706,rotate
1588,1147,rotate
1588,1588,wait
265,266,translate
1148,1147,translate
706,727,translate
1609,1588,translate
266,266,wait
266,707,rotate
266,1148,rotate
266,1589,rotate
707,266,rotate
707,707,wait
707,1148,rotate
707,1589,rotate
1148,266,rotate
1148,707,rotate
1148,1148,wait
1148,1589,rotate
1589,266,rotate
1589,707,rotate
1589,1148,rotate
1589,1589,wait
266,267,translate
1149,1148,translate
707,728,translate
1610,1589,translate
267,267,wait
267,708,rotate
267,1149,rotate
267,1590,rotate
708,267,rotate
708,708,wait
708,1149,rotate
708,1590,rotate
1149,267,rotate
1149,708,rotate
1149,1149,wait
1149,1590,rotate
1590,267,rotate
1590,708,rotate
1590,1149,rotate
1590,1590,wait
267,268,translate
1150,1149,translate
708,729,translate
1611,1590,translate
268,268,wait
268,709,rotate
268,1150,rotate
268,1591,rotate
709,268,rotate
709,709,wait
709,1150,rotate
709,1591,rotate
1150,268,rotate
1150,709,rotate
1150,1150,wait
1150,1591,rotate
1591,268,rotate
1591,709,rotate
1591,1150,rotate
1591,1591,wait
268,269,translate
1151,1150,translate
709,730,translate
1612,1591,translate
269,269,wait
269,710,rotate
269,1151,rotate
269,1592,rotate
710,269,rotate
710,710,wait
710,1151,rotate
710,1592,rotate
1151,269,rotate
1151,710,rotate
1151,1151,wait
1151,1592,rotate
1592,269,rotate
1592,710,rotate
1592,1151,rotate
1592,1592,wait
269,270,translate
1152,1151,translate
710,731,translate
1613,1592,translate
270,270,wait
270,711,rotate
270,1152,rotate
270,1593,rotate
711,270,rotate
711,711,wait
711,1152,rotate
711,1593,rotate
1152,270,rotate
1152,711,rotate
1152,1152,wait
1152,1593,rotate
1593,270,rotate
1593,711,rotate
1593,1152,rotate
1593,1593,wait
270,271,translate
1153,1152,translate
711,732,translate
1614,1593,translate
271,271,wait
271,712,rotate
271,1153,rotate
271,1594,rotate
712,271,rotate
712,712,wait
712,1153,rotate
712,1594,rotate
1153,271,rotate
1153,712,rotate
1153,1153,wait
1153,1594,rotate
1594,271,rotate
1594,712,rotate
1594,1153,rotate
1594,1594,wait
271,272,translate
1154,1153,translate
712,733,translate
1615,1594,translate
272,272,wait
272,713,rotate
272,1154,rotate
272,1595,rotate
713,272,rotate
713,713,wait
713,1154,rotate
713,1595,rotate
1154,272,rotate
1154,713,rotate
1154,1154,wait
1154,1595,rotate
1595,272,rotate
1595,713,rotate
1595,1154,rotate
1595,1595,wait
713,734,translate
1616,1595,translate
273,273,wait
273,714,rotate
273,1155,rotate
273,1596,rotate
714,273,rotate
714,714,wait
714,1155,rotate
714,1596,rotate
1155,273,rotate
1155,714,rotate
1155,1155,wait
1155,1596,rotate
1596,273,rotate
1596,714,rotate
1596,1155,rotate
1596,1596,wait
273,274,translate
1156,1155,translate
714,735,translate
1617,1596,translate
274,274,wait
274,715,rotate
274,1156,rotate
274,1597,rotate
715,274,rotate
715,715,wait
715,1156,rotate
715,1597,rotate
1156,274,rotate
1156,715,rotate
1156,1156,wait
1156,1597,rotate
1597,274,rotate
1597,715,rotate
1597,1156,rotate
1597,1597,wait
274,275,translate
1157,1156,translate
715,736,translate
1618,1597,translate
275,275,wait
275,716,rotate
275,1157,rotate
275,1598,rotate
716,275,rotate
716,716,wait
716,1157,rotate
716,1598,rotate
1157,275,rotate
1157,716,rotate
1157,1157,wait
1157,1598,rotate
1598,275,rotate
1598,716,rotate
1598,1157,rotate
1598,1598,wait
275,276,translate
1158,1157,translate
716,737,translate
1619,1598,translate
276,276,wait
276,717,rotate
276,1158,rotate
276,1599,rotate
717,276,rotate
717,717,wait
717,1158,rotate
717,1599,rotate
1158,276,rotate
1158,717,rotate
1158,1158,wait
1158,1599,rotate
1599,276,rotate
1599,717,rotate
1599,1158,rotate
1599,1599,wait
276,277,translate
1159,1158,translate
717,738,translate
1620,1599,translate
277,277,wait
277,718,rotate
277,1159,rotate
277,1600,rotate
718,277,rotate
718,718,wait
718,1159,rotate
718,1600,rotate
1159,277,rotate
1159,718,rotate
1159,1159,wait
1159,1600,rotate
1600,277,rotate
1600,718,rotate
1600,1159,rotate
1600,1600,wait
277,278,translate
1160,1159,translate
718,739,translate
1621,1600,translate
278,278,wait
278,719,rotate
278,1160,rotate
278,1601,rotate
719,278,rotate
719,719,wait
719,1160,rotate
719,1601,rotate
1160,278,rotate
1160,719,rotate
1160,1160,wait
1160,1601,rotate
1601,278,rotate
1601,719,rotate
1601,1160,rotate
1601,1601,wait
278,279,translate
1161,1160,translate
719,740,translate
1622,1601,translate
279,279,wait
279,720,rotate
279,1161,rotate
279,1602,rotate
720,279,rotate
720,720,wait
720,1161,rotate
720,1602,rotate
1161,279,rotate
1161,720,rotate
1161,1161,wait
1161,1602,rotate
1602,279,rotate
1602,720,rotate
1602,1161,rotate
1602,1602,wait
279,280,translate
1162,1161,translate
720,741,translate
1623,1602,translate
280,280,wait
280,721,rotate
280,1162,rotate
280,1603,rotate
721,280,rotate
721,721,wait
721,1162,rotate
721,1603,rotate
1162,280,rotate
1162,721,rotate
1162,1162,wait
1162,1603,rotate
1603,280,rotate
1603,721,rotate
1603,1162,rotate
1603,1603,wait
280,281,translate
1163,1162,translate
721,742,translate
1624,1603,translate
281,281,wait
281,722,rotate
281,1163,rotate
281,1604,rotate
722,281,rotate
722,722,wait
722,1163,rotate
722,1604,rotate
1163,281,rotate
1163,722,rotate
1163,1163,wait
1163,1604,rotate
1604,281,rotate
1604,722,rotate
1604,1163,rotate
1604,1604,wait
281,282,translate
1164,1163,translate
722,743,translate
1625,1604,translate
282,282,wait
282,723,rotate
282,1164,rotate
282,1605,rotate
723,282,rotate
723,723,wait
723,1164,rotate
723,1605,rotate
1164,282,rotate
1164,723,rotate
1164,1164,wait
1164,1605,rotate
1605,282,rotate
1605,723,rotate
1605,1164,rotate
1605,1605,wait
282,283,translate
1165,1164,translate
723,744,translate
1626,1605,translate
283,283,wait
283,724,rotate
283,1165,rotate
283,1606,rotate
724,283,rotate
724,724,wait
724,1165,rotate
724,1606,rotate
1165,283,rotate
1165,724,rotate
1165,1165,wait
1165,1606,rotate
1606,283,rotate
1606,724,rotate
1606,1165,rotate
1606,1606,wait
283,284,translate
1166,1165,translate
724,745,translate
1627,1606,translate
284,284,wait
284,725,rotate
284,1166,rotate
284,1607,rotate
725,284,rotate
725,725,wait
725,1166,rotate
725,1607,rotate
1166,284,rotate
1166,725,rotate
1166,1166,wait
1166,1607,rotate
1607,284,rotate
1607,725,rotate
1607,1166,rotate
1607,1607,wait
284,285,translate
1167,1166,translate
725,746,translate
1628,1607,translate
285,285,wait
285,726,rotate
285,1167,rotate
285,1608,rotate
726,285,rotate
726,726,wait
726,1167,rotate
726,1608,rotate
1167,285,rotate
1167,726,rotate
1167,1167,wait
1167,1608,rotate
1608,285,rotate
1608,726,rotate
1608,1167,rotate
1608,1608,wait
285,286,translate
1168,1167,translate
726,747,translate
1629,1608,translate
286,286,wait
286,727,rotate
286,1168,rotate
286,1609,rotate
727,286,rotate
727,727,wait
727,1168,rotate
727,1609,rotate
1168,286,rotate
1168,727,rotate
1168,1168,wait
1168,1609,rotate
1609,286,rotate
1609,727,rotate
1609,1168,rotate
1609,1609,wait
286,287,translate
1169,1168,translate
727,748,translate
1630,1609,translate
287,287,wait
287,728,rotate
287,1169,rotate
287,1610,rotate
728,287,rotate
728,728,wait
728,1169,rotate
728,1610,rotate
1169,287,rotate
1169,728,rotate
1169,1169,wait
1169,1610,rotate
1610,287,rotate
1610,728,rotate
1610,1169,rotate
1610,1610,wait
287,288,translate
1170,1169,translate
728,749,translate
1631,1610,translate
288,288,wait
288,729,rotate
288,1170,rotate
288,1611,rotate
729,288,rotate
729,729,wait
729,1170,rotate
729,1611,rotate
1170,288,rotate
1170,729,rotate
1170,1170,wait
1170,1611,rotate
1611,288,rotate
1611,729,rotate
1611,1170,rotate
1611,1611,wait
288,289,translate
1171,1170,translate
729,750,translate
1632,1611,translate
289,289,wait
289,730,rotate
289,1171,rotate
289,1612,rotate
730,289,rotate
730,730,wait
730,1171,rotate
730,1612,rotate
1171,289,rotate
1171,730,rotate
1171,1171,wait
1171,1612,rotate
1612,289,rotate
1612,730,rotate
1612,1171,rotate
1612,1612,wait
289,290,translate
1172,1171,translate
730,751,translate
1633,1612,translate
290,290,wait
290,731,rotate
290,1172,rotate
290,1613,rotate
731,290,rotate
731,731,wait
731,1172,rotate
731,1613,rotate
1172,290,rotate
1172,731,rotate
1172,1172,wait
1172,1613,rotate
1613,290,rotate
1613,731,rotate
1613,1172,rotate
1613,1613,wait
290,291,translate
1173,1172,translate
731,752,translate
1634,1613,translate
291,291,wait
291,732,rotate
291,1173,rotate
291,1614,rotate
732,291,rotate
732,732,wait
732,1173,rotate
732,1614,rotate
1173,291,rotate
1173,732,rotate
1173,1173,wait
1173,1614,rotate
1614,291,rotate
1614,732,rotate
1614,1173,rotate
1614,1614,wait
291,292,translate
1174,1173,translate
732,753,translate
1635,1614,translate
292,292,wait
292,733,rotate
292,1174,rotate
292,1615,rotate
733,292,rotate
733,733,wait
733,1174,rotate
733,1615,rotate
1174,292,rotate
1174,733,rotate
1174,1174,wait
1174,1615,rotate
1615,292,rotate
1615,733,rotate
1615,1174,rotate
1615,1615,wait
292,293,translate
1175,1174,translate
733,754,translate
1636,1615,translate
293,293,wait
293,734,rotate
293,1175,rotate
293,1616,rotate
734,293,rotate
734,734,wait
734,1175,rotate
734,1616,rotate
1175,293,rotate
1175,734,rotate
1175,1175,wait
1175,1616,rotate
1616,293,rotate
1616,734,rotate
1616,1175,rotate
1616,1616,wait
734,755,translate
1637,1616,translate
294,294,wait
294,735,rotate
294,1176,rotate
294,1617,rotate
735,294,rotate
735,735,wait
735,1176,rotate
735,1617,rotate
1176,294,rotate
1176,735,rotate
1176,1176,wait
1176,1617,rotate
1617,294,rotate
1617,735,rotate
1617,1176,rotate
1617,1617,wait
294,295,translate
1177,1176,translate
735,756,translate
1638,1617,translate
295,295,wait
295,736,rotate
295,1177,rotate
295,1618,rotate
736,295,rotate
736,736,wait
736,1177,rotate
736,1618,rotate
1177,295,rotate
1177,736,rotate
1177,1177,wait
1177,1618,rotate
1618,295,rotate
1618,736,rotate
1618,1177,rotate
1618,1618,wait
295,296,translate
1178,1177,translate
736,757,translate
1639,1618,translate
296,296,wait
296,737,rotate
296,1178,rotate
296,1619,rotate
737,296,rotate
737,737,wait
737,1178,rotate
737,1619,rotate
1178,296,rotate
1178,737,rotate
1178,1178,wait
1178,1619,rotate
1619,296,rotate
1619,737,rotate
1619,1178,rotate
1619,1619,wait
296,297,translate
1179,1178,translate
737,758,translate
1640,1619,translate
297,297,wait
297,738,rotate
297,1179,rotate
297,1620,rotate
738,297,rotate
738,738,wait
738,1179,rotate
738,1620,rotate
1179,297,rotate
1179,738,rotate
1179,1179,wait
1179,1620,rotate
1620,297,rotate
1620,738,rotate
1620,1179,rotate
1620,1620,wait
297,298,translate
1180,1179,translate
738,759,translate
1641,1620,translate
298,298,wait
298,739,rotate
298,1180,rotate
298,1621,rotate
739,298,rotate
739,739,wait
739,1180,rotate
739,1621,rotate
1180,298,rotate
1180,739,rotate
1180,1180,wait
1180,1621,rotate
1621,298,rotate
1621,739,rotate
1621,1180,rotate
1621,1621,wait
298,299,translate
1181,1180,translate
739,760,translate
1642,1621,translate
299,299,wait
299,740,rotate
299,1181,rotate
299,1622,rotate
740,299,rotate
740,740,wait
740,1181,rotate
740,1622,rotate
1181,299,rotate
1181,740,rotate
1181,1181,wait
1181,1622,rotate
1622,299,rotate
1622,740,rotate
1622,1181,rotate
1622,1622,wait
299,300,translate
1182,1181,translate
740,761,translate
1643,1622,translate
300,300,wait
300,741,rotate
300,1182,rotate
300,1623,rotate
741,300,rotate
741,741,wait
741,1182,rotate
741,1623,rotate
1182,300,rotate
1182,741,rotate
1182,1182,wait
1182,1623,rotate
1623,300,rotate
1623,741,rotate
1623,1182,rotate
1623,1623,wait
300,301,translate
1183,1182,translate
741,762,translate
1644,1623,translate
301,301,wait
301,742,rotate
301,1183,rotate
301,1624,rotate
742,301,rotate
742,742,wait
742,1183,rotate
742,1624,rotate
1183,301,rotate
1183,742,rotate
1183,1183,wait
1183,1624,rotate
1624,301,rotate
1624,742,rotate
1624,1183,rotate
1624,1624,wait
301,302,translate
1184,1183,translate
742,763,translate
1645,1624,translate
302,302,wait
302,743,rotate
302,1184,rotate
302,1625,rotate
743,302,rotate
743,743,wait
743,1184,rotate
743,1625,rotate
1184,302,rotate
1184,743,rotate
1184,1184,wait
1184,1625,rotate
1625,302,rotate
1625,743,rotate
1625,1184,rotate
1625,1625,wait
302,303,translate
1185,1184,translate
743,764,translate
1646,1625,translate
303,303,wait
303,744,rotate
303,1185,rotate
303,1626,rotate
744,303,rotate
744,744,wait
744,1185,rotate
744,1626,rotate
1185,303,rotate
1185,744,rotate
1185,1185,wait
1185,1626,rotate
1626,303,rotate
1626,744,rotate
1626,1185,rotate
1626,1626,wait
303,304,translate
1186,1185,translate
744,765,translate
1647,1626,translate
304,304,wait
304,745,rotate
304,1186,rotate
304,1627,rotate
745,304,rotate
745,745,wait
745,1186,rotate
745,1627,rotate
1186,304,rotate
1186,745,rotate
1186,1186,wait
1186,1627,rotate
1627,304,rotate
1627,745,rotate
1627,1186,rotate
1627,1627,wait
304,305,translate
1187,1186,translate
745,766,translate
1648,1627,translate
305,305,wait
305,746,rotate
305,1187,rotate
305,1628,rotate
746,305,rotate
746,746,wait
746,1187,rotate
746,1628,rotate
1187,305,rotate
1187,746,rotate
1187,1187,wait
1187,1628,rotate
1628,305,rotate
1628,746,rotate
1628,1187,rotate
1628,1628,wait
305,306,translate
1188,1187,translate
746,767,translate
1649,1628,translate
306,306,wait
306,747,rotate
306,1188,rotate
306,1629,rotate
747,306,rotate
747,747,wait
747,1188,rotate
747,1629,rotate
1188,306,rotate
1188,747,rotate
1188,1188,wait
1188,1629,rotate
1629,306,rotate
1629,747,rotate
1629,1188,rotate
1629,1629,wait
306,307,translate
1189,1188,translate
747,768,translate
1650,1629,translate
307,307,wait
307,748,rotate
307,1189,rotate
307,1630,rotate
748,307,rotate
748,748,wait
748,1189,rotate
748,1630,rotate
1189,307,rotate
1189,748,rotate
1189,1189,wait
1189,1630,rotate
1630,307,rotate
1630,748,rotate
1630,1189,rotate
1630,1630,wait
307,308,translate
1190,1189,translate
748,769,translate
1651,1630,translate
308,308,wait
308,749,rotate
308,1190,rotate
308,1631,rotate
749,308,rotate
749,749,wait
749,1190,rotate
749,1631,rotate
1190,308,rotate
1190,749,rotate
1190,1190,wait
1190,1631,rotate
1631,308,rotate
1631,749,rotate
1631,1190,rotate
1631,1631,wait
308,309,translate
1191,1190,translate
749,770,translate
1652,1631,translate
309,309,wait
309,750,rotate
309,1191,rotate
309,1632,rotate
750,309,rotate
750,750,wait
750,1191,rotate
750,1632,rotate
1191,309,rotate
1191,750,rotate
1191,1191,wait
1191,1632,rotate
1632,309,rotate
1632,750,rotate
1632,1191,rotate
1632,1632,wait
309,310,translate
1192,1191,translate
750,771,translate
1653,1632,translate
310,310,wait
310,751,rotate
310,1192,rotate
310,1633,rotate
751,310,rotate
751,751,wait
751,1192,rotate
751,1633,rotate
1192,310,rotate
1192,751,rotate
1192,1192,wait
1192,1633,rotate
1633,310,rotate
1633,751,rotate
1633,1192,rotate
1633,1633,wait
310,311,translate
1193,1192,translate
751,772,translate
1654,1633,translate
311,311,wait
311,752,rotate
311,1193,rotate
311,1634,rotate
752,311,rotate
752,752,wait
752,1193,rotate
752,1634,rotate
1193,311,rotate
1193,752,rotate
1193,1193,wait
1193,1634,rotate
1634,311,rotate
1634,752,rotate
1634,1193,rotate
1634,1634,wait
311,312,translate
1194,1193,translate
752,773,translate
1655,1634,translate
312,312,wait
312,753,rotate
312,1194,rotate
312,1635,rotate
753,312,rotate
753,753,wait
753,1194,rotate
753,1635,rotate
1194,312,rotate
1194,753,rotate
1194,1194,wait
1194,1635,rotate
1635,312,rotate
1635,753,rotate
1635,1194,rotate
1635,1635,wait
312,313,translate
1195,1194,translate
753,774,translate
1656,1635,translate
313,313,wait
313,754,rotate
313,1195,rotate
313,1636,rotate
754,313,rotate
754,754,wait
754,1195,rotate
754,1636,rotate
1195,313,rotate
1195,754,rotate
1195,1195,wait
1195,1636,rotate
1636,313,rotate
1636,754,rotate
1636,1195,rotate
1636,1636,wait
313,314,translate
1196,1195,translate
754,775,translate
1657,1636,translate
314,314,wait
314,755,rotate
314,1196,rotate
314,1637,rotate
755,314,rotate
755,755,wait
755,1196,rotate
755,1637,rotate
1196,314,rotate
1196,755,rotate
1196,1196,wait
1196,1637,rotate
1637,314,rotate
1637,755,rotate
1637,1196,rotate
1637,1637,wait
755,776,translate
1658,1637,translate
315,315,wait
315,756,rotate
315,1197,rotate
315,1638,rotate
756,315,rotate
756,756,wait
756,1197,rotate
756,1638,rotate
1197,315,rotate
1197,756,rotate
1197,1197,wait
1197,1638,rotate
1638,315,rotate
1638,756,rotate
1638,1197,rotate
1638,1638,wait
315,316,translate
1198,1197,translate
756,777,translate
1659,1638,translate
316,316,wait
316,757,rotate
316,1198,rotate
316,1639,rotate
757,316,rotate
757,757,wait
757,1198,rotate
757,1639,rotate
1198,316,rotate
1198,757,rotate
1198,1198,wait
1198,1639,rotate
1639,316,rotate
1639,757,rotate
1639,1198,rotate
1639,1639,wait
316,317,translate
1199,1198,translate
757,778,translate
1660,1639,translate
317,317,wait
317,758,rotate
317,1199,rotate
317,1640,rotate
758,317,rotate
758,758,wait
758,1199,rotate
758,1640,rotate
1199,317,rotate
1199,758,rotate
1199,1199,wait
1199,1640,rotate
1640,317,rotate
1640,758,rotate
1640,1199,rotate
1640,1640,wait
317,318,translate
1200,1199,translate
758,779,translate
1661,1640,translate
318,318,wait
318,759,rotate
318,1200,rotate
318,1641,rotate
759,318,rotate
759,759,wait
759,1200,rotate
759,1641,rotate
1200,318,rotate
1200,759,rotate
1200,1200,wait
1200,1641,rotate
1641,318,rotate
1641,759,rotate
1641,1200,rotate
1641,1641,wait
318,319,translate
1201,1200,translate
759,780,translate
1662,1641,translate
319,319,wait
319,760,rotate
319,1201,rotate
319,1642,rotate
760,319,rotate
760,760,wait
760,1201,rotate
760,1642,rotate
1201,319,rotate
1201,760,rotate
1201,1201,wait
1201,1642,rotate
1642,319,rotate
1642,760,rotate
1642,1201,rotate
1642,1642,wait
319,320,translate
1202,1201,translate
760,781,translate
1663,1642,translate
320,320,wait
320,761,rotate
320,1202,rotate
320,1643,rotate
761,320,rotate
761,761,wait
761,1202,rotate
761,1643,rotate
1202,320,rotate
1202,761,rotate
1202,1202,wait
1202,1643,rotate
1643,320,rotate
1643,761,rotate
1643,1202,rotate
1643,1643,wait
320,321,translate
1203,1202,translate
761,782,translate
1664,1643,translate
321,321,wait
321,762,rotate
321,1203,rotate
321,1644,rotate
762,321,rotate
762,762,wait
762,1203,rotate
762,1644,rotate
1203,321,rotate
1203,762,rotate
1203,1203,wait
1203,1644,rotate
1644,321,rotate
1644,762,rotate
1644,1203,rotate
1644,1644,wait
321,322,translate
1204,1203,translate
762,783,translate
1665,1644,translate
322,322,wait
322,763,rotate
322,1204,rotate
322,1645,rotate
763,322,rotate
763,763,wait
763,1204,rotate
763,1645,rotate
1204,322,rotate
1204,763,rotate
1204,1204,wait
1204,1645,rotate
1645,322,rotate
1645,763,rotate
1645,1204,rotate
1645,1645,wait
322,323,translate
1205,1204,translate
763,784,translate
1666,1645,translate
323,323,wait
323,764,rotate
323,1205,rotate
323,1646,rotate
764,323,rotate
764,764,wait
764,1205,rotate
764,1646,rotate
1205,323,rotate
1205,764,rotate
1205,1205,wait
1205,1646,rotate
1646,323,rotate
1646,764,rotate
1646,1205,rotate
1646,1646,wait
323,324,translate
1206,1205,translate
764,785,translate
1667,1646,translate
324,324,wait
324,765,rotate
324,1206,rotate
324,1647,rotate
765,324,rotate
765,765,wait
765,1206,rotate
765,1647,rotate
1206,324,rotate
1206,765,rotate
1206,1206,wait
1206,1647,rotate
1647,324,rotate
1647,765,rotate
1647,1206,rotate
1647,1647,wait
324,325,translate
1207,1206,translate
765,786,translate
1668,1647,translate
325,325,wait
325,766,rotate
325,1207,rotate
325,1648,rotate
766,325,rotate
766,766,wait
766,1207,rotate
766,1648,rotate
1207,325,rotate
1207,766,rotate
1207,1207,wait
1207,1648,rotate
1648,325,rotate
1648,766,rotate
1648,1207,rotate
1648,1648,wait
325,326,translate
1208,1207,translate
766,787,translate
1669,1648,translate
326,326,wait
326,767,rotate
326,1208,rotate
326,1649,rotate
767,326,rotate
767,767,wait
767,1208,rotate
767,1649,rotate
1208,326,rotate
1208,767,rotate
1208,1208,wait
1208,1649,rotate
1649,326,rotate
1649,767,rotate
1649,1208,rotate
1649,1649,wait
326,327,translate
1209,1208,translate
767,788,translate
1670,1649,translate
327,327,wait
327,768,rotate
327,1209,rotate
327,1650,rotate
768,327,rotate
768,768,wait
768,1209,rotate
768,1650,rotate
1209,327,rotate
1209,768,rotate
1209,1209,wait
1209,1650,rotate
1650,327,rotate
1650,768,rotate
1650,1209,rotate
1650,1650,wait
327,328,translate
1210,1209,translate
768,789,translate
1671,1650,translate
328,328,wait
328,769,rotate
328,1210,rotate
328,1651,rotate
769,328,rotate
769,769,wait
769,1210,rotate
769,1651,rotate
1210,328,rotate
1210,769,rotate
1210,1210,wait
1210,1651,rotate
1651,328,rotate
1651,769,rotate
1651,1210,rotate
1651,1651,wait
328,329,translate
1211,1210,translate
769,790,translate
1672,1651,translate
329,329,wait
329,770,rotate
329,1211,rotate
329,1652,rotate
770,329,rotate
770,770,wait
770,1211,rotate
770,1652,rotate
1211,329,rotate
1211,770,rotate
1211,1211,wait
1211,1652,rotate
1652,329,rotate
1652,770,rotate
1652,1211,rotate
1652,1652,wait
329,330,translate
1212,1211,translate
770,791,translate
1673,1652,translate
330,330,wait
330,771,rotate
330,1212,rotate
330,1653,rotate
771,330,rotate
771,771,wait
771,1212,rotate
771,1653,rotate
1212,330,rotate
1212,771,rotate
1212,1212,wait
1212,1653,rotate
1653,330,rotate
1653,771,rotate
1653,1212,rotate
1653,1653,wait
330,331,translate
1213,1212,translate
771,792,translate
1674,1653,translate
331,331,wait
331,772,rotate
331,1213,rotate
331,1654,rotate
772,331,rotate
772,772,wait
772,1213,rotate
772,1654,rotate
1213,331,rotate
1213,772,rotate
1213,1213,wait
1213,1654,rotate
1654,331,rotate
1654,772,rotate
1654,1213,rotate
1654,1654,wait
331,332,translate
1214,1213,translate
772,793,translate
1675,1654,translate
332,332,wait
332,773,rotate
332,1214,rotate
332,1655,rotate
773,332,rotate
773,773,wait
773,1214,rotate
773,1655,rotate
1214,332,rotate
1214,773,rotate
1214,1214,wait
1214,1655,rotate
1655,332,rotate
1655,773,rotate
1655,1214,rotate
1655,1655,wait
332,333,translate
1215,1214,translate
773,794,translate
1676,1655,translate
333,333,wait
333,774,rotate
333,1215,rotate
333,1656,rotate
774,333,rotate
774,774,wait
774,1215,rotate
